origin_id,dest_id,truck_km,truck_duration,drone_km,drone_duration
cust_38,cust_14,65.03,78.04,52.85,52.85
cust_38,cust_24,48.58,58.3,39.66,39.66
cust_38,cust_30,84.45,101.34,67.28,67.28
cust_38,cust_29,91.48,109.78,66.6,66.6
cust_38,cust_10,75.08,90.1,49.24,49.24
cust_38,cust_9,56.36,67.63,42.14,42.14
cust_38,cust_50,65.98,79.18,50.91,50.91
cust_38,cust_46,113.61,136.33,85.09,85.09
cust_38,cust_16,57.8,69.36,45.5,45.5
cust_38,cust_15,57.67,69.2,47.87,47.87
cust_43,depot,56.64,67.97,47.23,47.23
cust_43,cust_42,23.5,28.2,18.15,18.15
cust_43,cust_25,40.45,48.54,29.08,29.08
cust_43,cust_21,89.05,106.86,64.56,64.56
cust_43,cust_13,57.01,68.41,45.18,45.18
cust_43,cust_20,96.25,115.5,71.13,71.13
cust_43,cust_7,53.05,63.66,41.34,41.34
cust_43,cust_1,85.54,102.65,66.7,66.7
cust_43,cust_18,92.48,110.98,71.0,71.0
cust_43,cust_5,74.08,88.9,51.38,51.38
cust_43,cust_38,99.96,119.95,76.22,76.22
cust_43,cust_32,103.5,124.2,65.84,65.84
cust_43,cust_48,94.18,113.02,69.62,69.62
cust_43,cust_39,79.09,94.91,63.9,63.9
cust_43,cust_23,67.84,81.41,50.41,50.41
cust_43,cust_22,83.78,100.54,64.01,64.01
cust_43,cust_2,81.77,98.12,63.25,63.25
cust_43,cust_34,85.07,102.08,70.62,70.62
cust_43,cust_37,106.49,127.79,81.68,81.68
cust_43,cust_6,61.41,73.69,46.44,46.44
cust_43,cust_49,126.21,151.45,84.9,84.9
cust_43,cust_41,44.2,53.04,34.48,34.48
cust_43,cust_4,75.25,90.3,56.6,56.6
cust_43,cust_8,48.84,58.61,36.22,36.22
cust_43,cust_47,79.03,94.84,59.73,59.73
cust_43,cust_36,112.06,134.47,90.31,90.31
cust_43,cust_28,42.7,51.24,27.74,27.74
cust_43,cust_11,46.66,55.99,40.0,40.0
cust_43,cust_26,23.64,28.37,16.08,16.08
cust_43,cust_33,80.59,96.71,67.4,67.4
cust_43,cust_44,15.5,18.6,8.6,8.6
cust_43,cust_3,72.17,86.6,55.96,55.96
cust_43,cust_45,38.94,46.73,29.54,29.54
cust_43,cust_40,75.06,90.07,61.14,61.14
cust_43,cust_19,89.99,107.99,69.3,69.3
cust_43,cust_35,106.93,128.32,86.05,86.05
cust_43,cust_12,52.05,62.46,40.8,40.8
cust_43,cust_31,89.96,107.95,52.91,52.91
cust_43,cust_27,29.77,35.72,24.89,24.89
cust_43,cust_17,79.21,95.05,62.29,62.29
cust_43,cust_14,63.03,75.64,49.3,49.3
cust_43,cust_24,53.93,64.72,39.91,39.91
cust_43,cust_30,79.02,94.82,48.68,48.68
cust_43,cust_29,51.39,61.67,35.66,35.66
cust_43,cust_10,36.37,43.64,31.4,31.4
cust_43,cust_9,50.35,60.42,38.28,38.28
cust_43,cust_50,114.33,137.2,86.2,86.2
cust_43,cust_46,64.27,77.12,53.41,53.41
cust_43,cust_16,69.86,83.83,59.07,59.07
cust_43,cust_15,64.96,77.95,55.25,55.25
cust_32,depot,42.05,50.46,28.5,28.5
cust_32,cust_42,82.69,99.23,63.85,63.85
cust_32,cust_25,66.37,79.64,52.38,52.38
cust_32,cust_21,61.38,73.66,49.29,49.29
cust_32,cust_13,36.17,43.4,23.45,23.45
cust_32,cust_20,59.57,71.48,42.25,42.25
cust_32,cust_7,58.41,70.09,41.64,41.64
cust_32,cust_1,39.96,47.95,24.83,24.83
cust_32,cust_18,36.65,43.98,24.4,24.4
cust_32,cust_5,50.28,60.34,39.59,39.59
cust_32,cust_38,74.05,88.86,57.37,57.37
cust_32,cust_43,105.85,127.02,65.84,65.84
cust_32,cust_48,22.82,27.38,15.46,15.46
cust_32,cust_39,85.18,102.22,69.77,69.77
cust_32,cust_23,58.26,69.91,50.6,50.6
cust_32,cust_22,72.78,87.34,56.04,56.04
cust_32,cust_2,42.57,51.08,29.45,29.45
cust_32,cust_34,22.97,27.56,17.39,17.39
cust_32,cust_37,75.16,90.19,58.16,58.16
cust_32,cust_6,46.17,55.4,36.54,36.54
cust_32,cust_49,22.83,27.4,19.28,19.28
cust_32,cust_41,93.4,112.08,74.22,74.22
cust_32,cust_4,53.83,64.6,41.45,41.45
cust_32,cust_8,59.9,71.88,45.76,45.76
cust_32,cust_47,34.63,41.56,23.64,23.64
cust_32,cust_36,53.74,64.49,44.59,44.59
cust_32,cust_28,58.39,70.07,39.98,39.98
cust_32,cust_11,45.78,54.94,30.17,30.17
cust_32,cust_26,75.61,90.73,57.58,57.58
cust_32,cust_33,17.63,21.16,10.76,10.76
cust_32,cust_44,93.34,112.01,60.69,60.69
cust_32,cust_3,44.85,53.82,31.84,31.84
cust_32,cust_45,68.12,81.74,49.07,49.07
cust_32,cust_40,91.33,109.6,77.39,77.39
cust_32,cust_19,50.79,60.95,35.35,35.35
cust_32,cust_35,46.12,55.34,36.99,36.99
cust_32,cust_12,39.19,47.03,27.79,27.79
cust_32,cust_31,22.39,26.87,14.53,14.53
cust_32,cust_27,54.32,65.18,41.92,41.92
cust_32,cust_17,35.41,42.49,19.48,19.48
cust_32,cust_14,25.12,30.14,16.88,16.88
cust_32,cust_24,79.3,95.16,59.89,59.89
cust_32,cust_30,37.55,45.06,21.77,21.77
cust_32,cust_29,53.76,64.51,32.39,32.39
cust_32,cust_10,54.26,65.11,38.88,38.88
cust_32,cust_9,48.18,57.82,36.4,36.4
cust_32,cust_50,48.54,58.25,25.01,25.01
cust_32,cust_46,47.38,56.86,35.92,35.92
cust_32,cust_16,20.45,24.54,13.11,13.11
cust_32,cust_15,20.15,24.18,13.66,13.66
cust_48,depot,57.12,68.54,41.14,41.14
cust_48,cust_42,113.38,136.06,71.48,71.48
cust_48,cust_25,81.45,97.74,62.18,62.18
cust_48,cust_21,76.45,91.74,64.31,64.31
cust_48,cust_13,51.24,61.49,34.05,34.05
cust_48,cust_20,74.64,89.57,57.69,57.69
cust_48,cust_7,73.48,88.18,53.71,53.71
cust_48,cust_1,55.03,66.04,40.29,40.29
cust_48,cust_18,55.53,66.64,39.73,39.73
cust_48,cust_5,65.35,78.42,53.44,53.44
cust_48,cust_38,89.12,106.94,72.76,72.76
cust_48,cust_43,94.37,113.24,69.62,69.62
cust_48,cust_32,22.9,27.48,15.46,15.46
cust_48,cust_39,100.25,120.3,83.92,83.92
cust_48,cust_23,73.33,88.0,64.11,64.11
cust_48,cust_22,87.86,105.43,70.8,70.8
cust_48,cust_2,57.64,69.17,44.75,44.75
cust_48,cust_34,41.85,50.22,32.52,32.52
cust_48,cust_37,93.25,111.9,73.62,73.62
cust_48,cust_6,61.25,73.5,49.49,49.49
cust_48,cust_49,31.25,37.5,25.18,25.18
cust_48,cust_41,108.47,130.16,84.12,84.12
cust_48,cust_4,68.9,82.68,55.95,55.95
cust_48,cust_8,74.97,89.96,56.88,56.88
cust_48,cust_47,16.79,20.15,13.57,13.57
cust_48,cust_36,72.63,87.16,58.89,58.89
cust_48,cust_28,51.79,62.15,41.97,41.97
cust_48,cust_11,52.98,63.58,40.4,40.4
cust_48,cust_26,88.7,106.44,64.65,64.65
cust_48,cust_33,36.52,43.82,26.1,26.1
cust_48,cust_44,81.86,98.23,63.01,63.01
cust_48,cust_3,59.92,71.9,46.37,46.37
cust_48,cust_45,56.64,67.97,46.94,46.94
cust_48,cust_40,106.4,127.68,90.8,90.8
cust_48,cust_19,65.86,79.03,50.81,50.81
cust_48,cust_35,65.01,78.01,51.14,51.14
cust_48,cust_12,47.87,57.44,37.53,37.53
cust_48,cust_31,21.57,25.88,17.99,17.99
cust_48,cust_27,66.68,80.02,48.33,48.33
cust_48,cust_17,50.48,60.58,34.78,34.78
cust_48,cust_14,32.91,39.49,26.12,26.12
cust_48,cust_24,94.37,113.24,71.56,71.56
cust_48,cust_30,26.07,31.28,20.96,20.96
cust_48,cust_29,43.11,51.73,33.97,33.97
cust_48,cust_10,65.15,78.18,47.73,47.73
cust_48,cust_9,63.25,75.9,47.29,47.29
cust_48,cust_50,60.48,72.58,35.97,35.97
cust_48,cust_46,31.33,37.6,26.92,26.92
cust_48,cust_16,35.52,42.62,27.7,27.7
cust_48,cust_15,35.22,42.26,26.71,26.71
cust_39,depot,56.48,67.78,43.36,43.36
cust_39,cust_42,56.62,67.94,46.19,46.19
cust_39,cust_25,49.91,59.89,36.5,36.5
cust_39,cust_21,37.87,45.44,23.01,23.01
cust_39,cust_13,63.45,76.14,51.75,51.75
cust_39,cust_20,58.33,70.0,34.94,34.94
cust_39,cust_7,40.13,48.16,33.18,33.18
cust_39,cust_1,68.81,82.57,48.42,48.42
cust_39,cust_18,76.06,91.27,51.99,51.99
cust_39,cust_5,40.44,48.53,30.5,30.5
cust_39,cust_38,40.28,48.34,25.18,25.18
cust_39,cust_43,80.24,96.29,63.9,63.9
cust_39,cust_32,85.18,102.22,69.77,69.77
cust_39,cust_48,100.18,120.22,83.92,83.92
cust_39,cust_23,26.92,32.3,20.48,20.48
cust_39,cust_22,27.85,33.42,15.51,15.51
cust_39,cust_2,63.12,75.74,42.19,42.19
cust_39,cust_34,84.14,100.97,58.18,58.18
cust_39,cust_37,44.73,53.68,30.93,30.93
cust_39,cust_6,45.19,54.23,35.16,35.16
cust_39,cust_49,101.62,121.94,79.57,79.57
cust_39,cust_41,42.86,51.43,35.65,35.65
cust_39,cust_4,42.53,51.04,28.4,28.4
cust_39,cust_8,45.16,54.19,33.77,33.77
cust_39,cust_47,111.99,134.39,84.39,84.39
cust_39,cust_36,73.02,87.62,55.04,55.04
cust_39,cust_28,88.2,105.84,65.73,65.73
cust_39,cust_11,58.69,70.43,47.28,47.28
cust_39,cust_26,64.89,77.87,48.31,48.31
cust_39,cust_33,79.66,95.59,61.58,61.58
cust_39,cust_44,88.64,106.37,68.02,68.02
cust_39,cust_3,54.43,65.32,37.96,37.96
cust_39,cust_45,115.58,138.7,78.65,78.65
cust_39,cust_40,17.43,20.92,11.2,11.2
cust_39,cust_19,63.97,76.76,40.22,40.22
cust_39,cust_35,81.33,97.6,56.78,56.78
cust_39,cust_12,65.66,78.79,50.15,50.15
cust_39,cust_31,82.63,99.16,68.81,68.81
cust_39,cust_27,69.63,83.56,52.54,52.54
cust_39,cust_17,71.96,86.35,51.18,51.18
cust_39,cust_14,73.85,88.62,59.35,59.35
cust_39,cust_24,32.44,38.93,24.03,24.03
cust_39,cust_30,92.01,110.41,72.29,72.29
cust_39,cust_29,83.57,100.28,66.96,66.96
cust_39,cust_10,61.02,73.22,45.76,45.76
cust_39,cust_9,48.83,58.6,40.92,40.92
cust_39,cust_50,104.67,125.6,70.95,70.95
cust_39,cust_46,116.71,140.05,88.84,88.84
cust_39,cust_16,68.93,82.72,56.67,56.67
cust_39,cust_15,68.8,82.56,57.21,57.21
cust_23,depot,29.56,35.47,23.11,23.11
cust_23,cust_42,44.48,53.38,35.07,35.07
cust_23,cust_25,29.92,35.9,21.34,21.34
cust_23,cust_21,24.39,29.27,15.02,15.02
cust_23,cust_13,36.53,43.84,31.32,31.32
cust_23,cust_20,31.41,37.69,25.21,25.21
cust_23,cust_7,18.12,21.74,13.04,13.04
cust_23,cust_1,41.88,50.26,32.33,32.33
cust_23,cust_18,49.14,58.97,36.65,36.65
cust_23,cust_5,13.52,16.22,11.12,11.12
cust_23,cust_38,36.32,43.58,25.96,25.96
cust_23,cust_43,67.84,81.41,50.41,50.41
cust_23,cust_32,58.26,69.91,50.6,50.6
cust_23,cust_48,73.26,87.91,64.11,64.11
cust_23,cust_39,26.92,32.3,20.48,20.48
cust_23,cust_22,19.41,23.29,13.7,13.7
cust_23,cust_2,36.2,43.44,26.05,26.05
cust_23,cust_34,57.22,68.66,41.49,41.49
cust_23,cust_37,40.45,48.54,31.69,31.69
cust_23,cust_6,18.27,21.92,14.79,14.79
cust_23,cust_49,74.7,89.64,62.72,62.72
cust_23,cust_41,41.88,50.26,32.88,32.88
cust_23,cust_4,15.61,18.73,11.8,11.8
cust_23,cust_8,23.09,27.71,15.28,15.28
cust_23,cust_47,85.07,102.08,63.96,63.96
cust_23,cust_36,57.53,69.04,47.16,47.16
cust_23,cust_28,64.62,77.54,46.5,46.5
cust_23,cust_11,35.11,42.13,26.84,26.84
cust_23,cust_26,43.32,51.98,34.37,34.37
cust_23,cust_33,52.74,63.29,43.58,43.58
cust_23,cust_44,76.24,91.49,52.53,52.53
cust_23,cust_3,27.51,33.01,19.76,19.76
cust_23,cust_45,84.57,101.48,59.92,59.92
cust_23,cust_40,33.07,39.68,26.8,26.8
cust_23,cust_19,37.04,44.45,27.34,27.34
cust_23,cust_35,65.83,79.0,46.13,46.13
cust_23,cust_12,42.08,50.5,29.69,29.69
cust_23,cust_31,55.71,66.85,48.46,48.46
cust_23,cust_27,47.56,57.07,33.92,33.92
cust_23,cust_17,45.04,54.05,33.31,33.31
cust_23,cust_14,46.93,56.32,39.02,39.02
cust_23,cust_24,23.13,27.76,15.21,15.21
cust_23,cust_30,65.09,78.11,51.81,51.81
cust_23,cust_29,59.99,71.99,46.92,46.92
cust_23,cust_10,38.95,46.74,26.37,26.37
cust_23,cust_9,26.76,32.11,20.72,20.72
cust_23,cust_50,77.75,93.3,56.21,56.21
cust_23,cust_46,93.13,111.76,68.46,68.46
cust_23,cust_16,42.01,50.41,37.55,37.55
cust_23,cust_15,41.88,50.26,37.48,37.48
cust_22,depot,46.82,56.18,32.08,32.08
cust_22,cust_42,61.31,73.57,48.11,48.11
cust_22,cust_25,48.56,58.27,34.93,34.93
cust_22,cust_21,13.38,16.06,7.54,7.54
cust_22,cust_13,53.79,64.55,40.87,40.87
cust_22,cust_20,30.05,36.06,19.48,19.48
cust_22,cust_7,36.76,44.11,25.67,25.67
cust_22,cust_1,42.29,50.75,33.41,33.41
cust_22,cust_18,49.54,59.45,36.73,36.73
cust_22,cust_5,22.5,27.0,18.96,18.96
cust_22,cust_38,20.56,24.67,13.23,13.23
cust_22,cust_43,84.93,101.92,64.01,64.01
cust_22,cust_32,72.78,87.34,56.04,56.04
cust_22,cust_48,87.78,105.34,70.8,70.8
cust_22,cust_39,27.85,33.42,15.51,15.51
cust_22,cust_23,19.41,23.29,13.7,13.7
cust_22,cust_2,36.6,43.92,27.37,27.37
cust_22,cust_34,55.9,67.08,43.2,43.2
cust_22,cust_37,27.09,32.51,19.35,19.35
cust_22,cust_6,32.79,39.35,24.88,24.88
cust_22,cust_49,89.22,107.06,64.46,64.46
cust_22,cust_41,47.55,57.06,42.9,42.9
cust_22,cust_4,19.85,23.82,15.02,15.02
cust_22,cust_8,41.73,50.08,28.86,28.86
cust_22,cust_47,99.59,119.51,72.89,72.89
cust_22,cust_36,48.54,58.25,40.27,40.27
cust_22,cust_28,81.88,98.26,59.19,59.19
cust_22,cust_11,52.37,62.84,37.88,37.88
cust_22,cust_26,69.58,83.5,47.94,47.94
cust_22,cust_33,67.27,80.72,47.13,47.13
cust_22,cust_44,93.33,112.0,66.23,66.23
cust_22,cust_3,31.9,38.28,24.45,24.45
cust_22,cust_45,120.26,144.31,72.83,72.83
cust_22,cust_40,38.74,46.49,26.05,26.05
cust_22,cust_19,37.45,44.94,24.75,24.75
cust_22,cust_35,56.84,68.21,41.45,41.45
cust_22,cust_12,59.34,71.21,40.4,40.4
cust_22,cust_31,70.23,84.28,57.11,57.11
cust_22,cust_27,69.25,83.1,47.12,47.12
cust_22,cust_17,49.42,59.3,36.87,36.87
cust_22,cust_14,61.45,73.74,47.77,47.77
cust_22,cust_24,32.4,38.88,26.47,26.47
cust_22,cust_30,79.62,95.54,61.66,61.66
cust_22,cust_29,77.25,92.7,58.68,58.68
cust_22,cust_10,57.59,69.11,39.26,39.26
cust_22,cust_9,45.39,54.47,32.8,32.8
cust_22,cust_50,77.38,92.86,55.5,55.5
cust_22,cust_46,110.39,132.47,79.05,79.05
cust_22,cust_16,56.53,67.84,43.14,43.14
cust_22,cust_15,56.4,67.68,44.37,44.37
cust_2,depot,31.38,37.66,16.46,16.46
cust_2,cust_42,66.19,79.43,53.27,53.27
cust_2,cust_25,49.87,59.84,38.61,38.61
cust_2,cust_21,23.21,27.85,20.18,20.18
cust_2,cust_13,31.92,38.3,22.6,22.6
cust_2,cust_20,15.85,19.02,13.52,13.52
cust_2,cust_7,38.65,46.38,24.13,24.13
cust_2,cust_1,8.28,9.94,6.35,6.35
cust_2,cust_18,15.53,18.64,10.61,10.61
cust_2,cust_5,25.07,30.08,15.91,15.91
cust_2,cust_38,34.5,41.4,28.07,28.07
cust_2,cust_43,81.77,98.12,63.25,63.25
cust_2,cust_32,42.57,51.08,29.45,29.45
cust_2,cust_48,57.56,69.07,44.75,44.75
cust_2,cust_39,63.12,75.74,42.19,42.19
cust_2,cust_23,36.2,43.44,26.05,26.05
cust_2,cust_22,36.6,43.92,27.37,27.37
cust_2,cust_34,21.89,26.27,15.99,15.99
cust_2,cust_37,36.86,44.23,29.64,29.64
cust_2,cust_6,25.28,30.34,17.81,17.81
cust_2,cust_49,53.69,64.43,37.42,37.42
cust_2,cust_41,78.08,93.7,56.96,56.96
cust_2,cust_4,18.89,22.67,14.51,14.51
cust_2,cust_8,40.13,48.16,29.98,29.98
cust_2,cust_47,69.37,83.24,49.4,49.4
cust_2,cust_36,30.3,36.36,27.16,27.16
cust_2,cust_28,64.62,77.54,46.76,46.76
cust_2,cust_11,35.11,42.13,24.5,24.5
cust_2,cust_26,64.94,77.93,49.39,49.39
cust_2,cust_33,30.82,36.98,19.86,19.86
cust_2,cust_44,80.97,97.16,61.8,61.8
cust_2,cust_3,9.86,11.83,7.77,7.77
cust_2,cust_45,84.56,101.47,60.08,60.08
cust_2,cust_40,69.27,83.12,51.34,51.34
cust_2,cust_19,8.22,9.86,7.56,7.56
cust_2,cust_35,38.13,45.76,23.03,23.03
cust_2,cust_12,42.08,50.5,25.19,25.19
cust_2,cust_31,43.58,52.3,34.18,34.18
cust_2,cust_27,51.99,62.39,39.49,39.49
cust_2,cust_17,15.41,18.49,9.98,9.98
cust_2,cust_14,33.54,40.25,26.19,26.19
cust_2,cust_24,57.52,69.02,39.69,39.69
cust_2,cust_30,52.96,63.55,40.54,40.54
cust_2,cust_29,59.99,71.99,42.75,42.75
cust_2,cust_10,43.59,52.31,31.95,31.95
cust_2,cust_9,37.51,45.01,24.98,24.98
cust_2,cust_50,45.33,54.4,30.15,30.15
cust_2,cust_46,82.12,98.54,58.33,58.33
cust_2,cust_16,26.31,31.57,17.47,17.47
cust_2,cust_15,26.19,31.43,20.22,20.22
cust_34,depot,41.01,49.21,24.81,24.81
cust_34,cust_42,81.65,97.98,64.03,64.03
cust_34,cust_25,65.33,78.4,50.26,50.26
cust_34,cust_21,42.51,51.01,35.83,35.83
cust_34,cust_13,35.5,42.6,25.54,25.54
cust_34,cust_20,38.2,45.84,26.54,26.54
cust_34,cust_7,57.37,68.84,36.66,36.66
cust_34,cust_1,13.64,16.37,9.79,9.79
cust_34,cust_18,11.75,14.1,7.43,7.43
cust_34,cust_5,49.24,59.09,30.66,30.66
cust_34,cust_38,56.11,67.33,41.86,41.86
cust_34,cust_43,85.07,102.08,70.62,70.62
cust_34,cust_32,22.97,27.56,17.39,17.39
cust_34,cust_48,41.78,50.14,32.52,32.52
cust_34,cust_39,84.14,100.97,58.18,58.18
cust_34,cust_23,57.22,68.66,41.49,41.49
cust_34,cust_22,55.9,67.08,43.2,43.2
cust_34,cust_2,21.89,26.27,15.99,15.99
cust_34,cust_37,55.2,66.24,41.79,41.79
cust_34,cust_6,45.13,54.16,30.34,30.34
cust_34,cust_49,32.56,39.07,21.43,21.43
cust_34,cust_41,92.36,110.83,70.52,70.52
cust_34,cust_4,37.4,44.88,30.33,30.33
cust_34,cust_8,58.86,70.63,42.1,42.1
cust_34,cust_47,53.59,64.31,40.62,40.62
cust_34,cust_36,33.82,40.58,27.59,27.59
cust_34,cust_28,59.37,71.24,48.75,48.75
cust_34,cust_11,44.73,53.68,30.78,30.78
cust_34,cust_26,74.56,89.47,58.95,58.95
cust_34,cust_33,16.03,19.24,6.74,6.74
cust_34,cust_44,81.32,97.58,67.33,67.33
cust_34,cust_3,28.38,34.06,21.83,21.83
cust_34,cust_45,79.31,95.17,60.43,60.43
cust_34,cust_40,90.29,108.35,67.28,67.28
cust_34,cust_19,27.17,32.6,19.64,19.64
cust_34,cust_35,26.2,31.44,20.26,20.26
cust_34,cust_12,40.16,48.19,29.82,29.82
cust_34,cust_31,37.78,45.34,28.07,28.07
cust_34,cust_27,55.29,66.35,45.74,45.74
cust_34,cust_17,10.8,12.96,9.07,9.07
cust_34,cust_14,30.71,36.85,23.99,23.99
cust_34,cust_24,78.25,93.9,54.0,54.0
cust_34,cust_30,47.17,56.6,35.6,35.6
cust_34,cust_29,54.74,65.69,42.57,42.57
cust_34,cust_10,53.21,63.85,39.87,39.87
cust_34,cust_9,47.14,56.57,34.51,34.51
cust_34,cust_50,33.59,40.31,16.12,16.12
cust_34,cust_46,66.34,79.61,52.0,52.0
cust_34,cust_16,15.21,18.25,12.3,12.3
cust_34,cust_15,20.39,24.47,16.64,16.64
cust_37,depot,60.45,72.54,42.15,42.15
cust_37,cust_42,84.02,100.82,66.76,66.76
cust_37,cust_25,69.23,83.08,52.82,52.82
cust_37,cust_21,23.7,28.44,17.13,17.13
cust_37,cust_13,67.53,81.04,50.35,50.35
cust_37,cust_20,22.77,27.32,16.14,16.14
cust_37,cust_7,57.43,68.92,40.99,40.99
cust_37,cust_1,39.08,46.9,33.34,33.34
cust_37,cust_18,44.88,53.86,34.37,34.37
cust_37,cust_5,41.36,49.63,31.6,31.6
cust_37,cust_38,8.19,9.83,6.16,6.16
cust_37,cust_43,107.64,129.17,81.68,81.68
cust_37,cust_32,75.16,90.19,58.16,58.16
cust_37,cust_48,93.17,111.8,73.62,73.62
cust_37,cust_39,44.73,53.68,30.93,30.93
cust_37,cust_23,40.45,48.54,31.69,31.69
cust_37,cust_22,27.09,32.51,19.35,19.35
cust_37,cust_2,36.86,44.23,29.64,29.64
cust_37,cust_34,55.2,66.24,41.79,41.79
cust_37,cust_6,46.43,55.72,37.65,37.65
cust_37,cust_49,73.43,88.12,60.61,60.61
cust_37,cust_41,70.26,84.31,62.23,62.23
cust_37,cust_4,32.59,39.11,26.14,26.14
cust_37,cust_8,62.4,74.88,45.55,45.55
cust_37,cust_47,104.98,125.98,79.03,79.03
cust_37,cust_36,31.87,38.24,26.65,26.65
cust_37,cust_28,100.23,120.28,72.5,72.5
cust_37,cust_11,70.72,84.86,49.7,49.7
cust_37,cust_26,82.63,99.16,65.8,65.8
cust_37,cust_33,60.65,72.78,47.66,47.66
cust_37,cust_44,116.04,139.25,82.88,82.88
cust_37,cust_3,39.34,47.21,31.86,31.86
cust_37,cust_45,120.18,144.22,86.29,86.29
cust_37,cust_40,54.5,65.4,42.09,42.09
cust_37,cust_19,28.64,34.37,22.85,22.85
cust_37,cust_35,40.17,48.2,31.02,31.02
cust_37,cust_12,77.69,93.23,51.51,51.51
cust_37,cust_31,79.19,95.03,63.77,63.77
cust_37,cust_27,87.61,105.13,62.05,62.05
cust_37,cust_17,49.45,59.34,39.23,39.23
cust_37,cust_14,69.15,82.98,55.39,55.39
cust_37,cust_24,55.11,66.13,45.7,45.7
cust_37,cust_30,88.57,106.28,69.85,69.85
cust_37,cust_29,95.6,114.72,70.18,70.18
cust_37,cust_10,79.2,95.04,53.86,53.86
cust_37,cust_9,60.48,72.58,46.6,46.6
cust_37,cust_50,65.07,78.08,48.99,48.99
cust_37,cust_46,117.73,141.28,87.7,87.7
cust_37,cust_16,61.92,74.3,47.03,47.03
cust_37,cust_15,61.8,74.16,49.83,49.83
cust_6,depot,13.69,16.43,8.36,8.36
cust_6,cust_42,45.57,54.68,35.47,35.47
cust_6,cust_25,29.25,35.1,20.81,20.81
cust_6,cust_21,28.51,34.21,21.38,21.38
cust_6,cust_13,20.66,24.79,16.6,16.6
cust_6,cust_20,34.49,41.39,24.89,24.89
cust_6,cust_7,14.86,17.83,6.43,6.43
cust_6,cust_1,30.19,36.23,22.87,22.87
cust_6,cust_18,37.44,44.93,27.53,27.53
cust_6,cust_5,10.29,12.35,6.22,6.22
cust_6,cust_38,42.31,50.77,33.32,33.32
cust_6,cust_43,61.41,73.69,46.44,46.44
cust_6,cust_32,46.17,55.4,36.54,36.54
cust_6,cust_48,61.17,73.4,49.49,49.49
cust_6,cust_39,45.19,54.23,35.16,35.16
cust_6,cust_23,18.27,21.92,14.79,14.79
cust_6,cust_22,32.79,39.35,24.88,24.88
cust_6,cust_2,25.28,30.34,17.81,17.81
cust_6,cust_34,45.13,54.16,30.34,30.34
cust_6,cust_37,46.43,55.72,37.65,37.65
cust_6,cust_49,62.61,75.13,50.54,50.54
cust_6,cust_41,56.28,67.54,40.18,40.18
cust_6,cust_4,13.84,16.61,11.55,11.55
cust_6,cust_8,19.52,23.42,12.21,12.21
cust_6,cust_47,69.23,83.08,49.23,49.23
cust_6,cust_36,55.58,66.7,44.18,44.18
cust_6,cust_28,48.75,58.5,35.07,35.07
cust_6,cust_11,19.24,23.09,13.0,13.0
cust_6,cust_26,42.3,50.76,31.86,31.86
cust_6,cust_33,40.66,48.79,30.85,30.85
cust_6,cust_44,65.1,78.12,46.14,46.14
cust_6,cust_3,15.42,18.5,10.06,10.06
cust_6,cust_45,68.7,82.44,48.86,48.86
cust_6,cust_40,51.34,61.61,41.32,41.32
cust_6,cust_19,33.15,39.78,22.98,22.98
cust_6,cust_35,63.41,76.09,40.77,40.77
cust_6,cust_12,26.22,31.46,15.54,15.54
cust_6,cust_31,43.62,52.34,33.68,33.68
cust_6,cust_27,36.13,43.36,24.52,24.52
cust_6,cust_17,32.95,39.54,21.37,21.37
cust_6,cust_14,34.84,41.81,24.23,24.23
cust_6,cust_24,33.76,40.51,23.94,23.94
cust_6,cust_30,53.01,63.61,37.29,37.29
cust_6,cust_29,44.12,52.94,33.86,33.86
cust_6,cust_10,27.72,33.26,16.34,16.34
cust_6,cust_9,14.05,16.86,8.98,8.98
cust_6,cust_50,74.39,89.27,46.21,46.21
cust_6,cust_46,77.26,92.71,54.35,54.35
cust_6,cust_16,29.92,35.9,23.79,23.79
cust_6,cust_15,29.79,35.75,23.08,23.08
cust_49,depot,58.49,70.19,43.66,43.66
cust_49,cust_42,99.13,118.96,81.62,81.62
cust_49,cust_25,82.81,99.37,69.02,69.02
cust_49,cust_21,73.12,87.74,57.01,57.01
cust_49,cust_13,52.6,63.12,41.0,41.0
cust_49,cust_20,56.43,67.72,46.77,46.77
cust_49,cust_7,74.85,89.82,56.53,56.53
cust_49,cust_1,43.95,52.74,31.15,31.15
cust_49,cust_18,38.37,46.04,27.81,27.81
cust_49,cust_5,66.72,80.06,51.72,51.72
cust_49,cust_38,74.34,89.21,61.78,61.78
cust_49,cust_43,127.66,153.19,84.9,84.9
cust_49,cust_32,22.83,27.4,19.28,19.28
cust_49,cust_48,31.19,37.43,25.18,25.18
cust_49,cust_39,101.62,121.94,79.57,79.57
cust_49,cust_23,74.7,89.64,62.72,62.72
cust_49,cust_22,89.22,107.06,64.46,64.46
cust_49,cust_2,53.69,64.43,37.42,37.42
cust_49,cust_34,32.56,39.07,21.43,21.43
cust_49,cust_37,73.43,88.12,60.61,60.61
cust_49,cust_6,62.61,75.13,50.54,50.54
cust_49,cust_41,109.84,131.81,90.26,90.26
cust_49,cust_4,70.27,84.32,51.74,51.74
cust_49,cust_8,76.34,91.61,61.5,61.5
cust_49,cust_47,47.99,57.59,38.15,38.15
cust_49,cust_36,50.03,60.04,39.37,39.37
cust_49,cust_28,74.83,89.8,59.26,59.26
cust_49,cust_11,62.21,74.65,47.48,47.48
